,name,sub_category,main_category,deadline,launched,status,pledged_usd,goal_usd,duration,year,quarter,profit
3131,"""...unwanted"" a new dance piece by colectivodoszeta",dance,dance,28/08/2011,27/07/2011,successful,3600,3500,32,2011,Q3,0.028571429
1203,"""49th Street and Other Stories"", a new dance play.",dance,dance,17/10/2011,17/09/2011,successful,5895,4875,30,2011,Q2,0.209230769
1557,"""A Celebration of Life"" dance rehearsals and performances",dance,dance,30/12/2012,30/11/2012,failed,25,10000,30,2012,Q2,NA
3660,"""A Midsummer Night's Dream"" - dance, music & theater",dance,dance,09/06/2012,10/05/2012,failed,0,1500,30,2012,Q2,NA
3767,"""Again, but this time with feeling""",performances,dance,16/05/2018,16/04/2018,successful,8000,8000,30,2018,Q2,0
2420,"""Alice in Wonderland"" A Contemporary Ballet",dance,dance,01/03/2013,24/01/2013,successful,1211,800,36,2013,Q3,0.51375
642,"""Ampey!"", growing a movement in dance, music and theater from the African Diaspora.",dance,dance,12/12/2010,13/09/2010,successful,6779,6500,90,2010,Q4,0.042923077
859,"""An Inner Place That Has No Place"" goes on tour!",dance,dance,27/02/2013,01/02/2013,successful,4096,2800,26,2013,Q2,0.462857143
2389,"""Art of"" Dance project supported by William Forsythe-France.",workshops,dance,25/08/2017,13/07/2017,canceled,86,1550,43,2017,Q3,NA
2821,"""ASCENDance"" brings object, movement & light to life!",dance,dance,10/04/2013,01/03/2013,successful,7086,6500,40,2013,Q3,0.090153846
2631,"""Ascension"" - A Graduate School Thesis Dance Performance",dance,dance,03/11/2013,16/10/2013,failed,610,2000,18,2013,Q2,NA
3507,"""Back to the Place I First Left You""",dance,dance,11/09/2011,12/08/2011,successful,2450,2000,30,2011,Q2,0.225
1061,"""Bearing Fruit""",dance,dance,03/11/2011,04/10/2011,successful,1550,1500,30,2011,Q2,0.033333333
449,"""Being all of myself"" in Scotland with Deborah Hay",dance,dance,07/03/2012,06/02/2012,successful,2221,2000,30,2012,Q2,0.1105
3314,"""Bind"" by Ashley Lindsey Dance at the REVERB Dance Festival",dance,dance,25/02/2014,13/01/2014,successful,3439,3000,43,2014,Q3,0.146333333
3737,"""BOYS ARE"" live on stage.",performances,dance,10/12/2018,12/11/2018,successful,1611,1500,28,2018,Q2,0.074
1619,"""Braxon Vs. Oregon"" - ENTITY Contemporary Dance",performances,dance,07/11/2014,08/09/2014,successful,10713,10000,60,2014,Q4,0.0713
3334,"""Braxon Vs. Oregon"" San Francisco Premiere",performances,dance,10/10/2015,11/08/2015,successful,5106,5000,60,2015,Q4,0.0212
420,"""Celebration of Life""",dance,dance,03/04/2014,04/03/2014,failed,152,3000,30,2014,Q2,NA
2755,"""courage,"" a dance work with stone flute by Kazuya Yokozawa",dance,dance,16/06/2012,07/05/2012,successful,1489,1300,40,2012,Q3,0.145384615
2048,"""Covetous"" for Miami Open Stage",performances,dance,02/03/2015,18/02/2015,successful,950,750,12,2015,Q1,0.266666667
44,"""creature"" an original dance opera for the digital age",dance,dance,14/12/2013,05/11/2013,successful,10287,10000,39,2013,Q3,0.0287
3168,"""Dance In The Park"" 2012 with Dancing People Company",dance,dance,02/07/2012,04/06/2012,successful,3007,3000,28,2012,Q2,0.002333333
234,"""DANCE WITH MARIANNE""- Ballroom Dancing Quick Kit",dance,dance,16/01/2012,17/11/2011,failed,3931,23890,60,2011,Q4,NA
1841,"""DDF"" (DANCE DRUG FREE) Teen dance against drug use!!",dance,dance,24/05/2014,24/04/2014,failed,106,10000,30,2014,Q2,NA
3189,"""Dead/Alive"" - Dance for people who are not quite dead yet.",dance,dance,22/07/2012,29/06/2012,failed,410,2500,23,2012,Q2,NA
104,"""Dirty Filthy Diamonds""--by DGDG",dance,dance,14/02/2014,15/01/2014,successful,3341,3000,30,2014,Q2,0.113666667
1886,"""Elizabeth"" // a dance on film",dance,dance,29/10/2012,29/09/2012,successful,2507,2500,30,2012,Q2,0.0028
25,"""Exit Disclaimer: Science and Fiction Ahead""",dance,dance,30/09/2012,31/08/2012,successful,5275,5000,30,2012,Q2,0.055
1184,"""Faces of the Sun"" by Avant Chamber Ballet",dance,dance,11/05/2013,11/04/2013,successful,3250,3000,30,2013,Q2,0.083333333
1328,"""Fall More""",dance,dance,30/09/2013,10/09/2013,successful,1108,1100,20,2013,Q2,0.007272727
1062,"""Fault Line,"" premieres in New York and Europe by BodyStories/Teresa Fellion Dance!",dance,dance,01/09/2010,30/06/2010,failed,590,3000,63,2010,Q4,NA
3687,"""Flowers: All a Woman's Body"" from the hills to the theater!",dance,dance,07/08/2012,03/07/2012,successful,2419,2300,35,2012,Q3,0.05173913
92,"""Fly- an iMEE -Artist"" Campaign!",dance,dance,23/07/2011,23/06/2011,successful,5290,3500,30,2011,Q2,0.511428571
1871,"""For They Are Women's Children"": 1913 Strike Dance-Drama",dance,dance,16/10/2013,16/09/2013,failed,1095,4000,30,2013,Q2,NA
3798,"""Forging Distinction"": A Triple Bill Dance Performance",performances,dance,11/03/2018,10/01/2018,successful,2141,1250,60,2018,Q4,0.7128
952,"""Get Up and Go""",dance,dance,25/06/2010,15/06/2010,successful,620,600,10,2010,Q1,0.033333333
2578,"""Gorana Jr."" Bulgarian Dance Ensemble to perform in Chicago",performances,dance,09/03/2015,07/02/2015,successful,2025,2000,30,2015,Q2,0.0125
1178,"""grass and jackals""",dance,dance,29/01/2013,31/12/2012,successful,18258,18000,29,2012,Q2,0.014333333
629,"""Halloween: Henry, Saddara & the Neighborhood""",performances,dance,31/10/2014,14/10/2014,successful,1221,1200,17,2014,Q2,0.0175
349,"""Heavy is Good, Dead is Tender"" at The A.W.A.R.D. Show!",dance,dance,21/04/2011,21/03/2011,successful,2500,2500,31,2011,Q3,0
205,"""Home""- A Metropolitan Drama with Afromoda Dance Theater",performances,dance,19/07/2014,23/06/2014,canceled,1285,6000,26,2014,Q2,NA
401,"""Hush"": An Old Dance Piece Made Anew for Chicago",dance,dance,21/05/2013,17/04/2013,successful,1531,1100,34,2013,Q3,0.391818182
1238,"""I Knew That Once""  Multi-Media, Dance/Theater Performance",dance,dance,02/06/2012,01/05/2012,successful,7044,7000,32,2012,Q3,0.006285714
3095,"""Ice: Dance"" ITNY's Home Season Gala",dance,dance,27/10/2013,04/10/2013,successful,11253.77,11000,23,2013,Q2,0.02307
640,"""IdEgo"" 20th anniversary season",dance,dance,31/12/2010,05/11/2010,successful,10529,10000,56,2010,Q4,0.0529
808,"""Imperfect Sentiments"" - TRU dance Project Dance Company",dance,dance,22/12/2013,22/11/2013,successful,1171,1000,30,2013,Q2,0.171
2849,"""In a Nutshell; Welcome to New York Suite-y""",performances,dance,28/10/2014,28/09/2014,successful,3094,3000,30,2014,Q2,0.031333333
487,"""Inscribed"" at Kansas City Public Library",performances,dance,04/08/2017,20/07/2017,successful,1440,1200,15,2017,Q1,0.2
3429,"""Just Breathe""",performances,dance,15/04/2015,15/03/2015,successful,5151,5000,31,2015,Q3,0.0302
280,"""Kiss Me I'M Famous"" Dance Single by Christopher Wauben",dance,dance,08/04/2012,09/03/2012,canceled,0,800,30,2012,Q2,NA
2089,"""LABIR INTO""",performances,dance,24/04/2015,25/03/2015,successful,2475,2000,30,2015,Q2,0.2375
3506,"""Leading Light"" an evening length dance premiering Dec. 3-6",performances,dance,26/09/2015,27/08/2015,successful,4478,3500,30,2015,Q2,0.279428571
3713,"""Lyric Suite"" for RDTE",dance,dance,10/02/2012,31/01/2012,failed,646,1500,10,2012,Q1,NA
470,"""Marie, embroidering survival"" - Caliince Dance",dance,dance,05/01/2012,01/12/2011,successful,3815,3500,35,2011,Q3,0.09
3264,"""Me & U"" Children's Fitness Academy",spaces,dance,12/10/2015,10/09/2015,failed,2200,30000,32,2015,Q3,NA
2728,"""Mind The Gap"". Flash in the Attic Dance Theatre",performances,dance,19/06/2016,04/06/2016,failed,54.82,685.2,15,2016,Q1,NA
3174,"""MOMENTS"", An evening-length work by Kareem B. Goodwin",dance,dance,16/02/2014,17/01/2014,successful,2215,2000,30,2014,Q2,0.1075
299,"""Name is Yoko"" by Ayano Elson",performances,dance,10/01/2015,11/12/2014,successful,2704,2500,30,2014,Q2,0.0816
2277,"""nowhere"" Feb 19th & 20th at BAC",dance,dance,01/02/2011,29/12/2010,successful,1295,1000,34,2010,Q3,0.295
1388,"""Off Stage/On Site"" Performance at Pry House, Civil War Site",dance,dance,03/10/2012,03/09/2012,successful,1282,1000,30,2012,Q2,0.282
3740,"""One For The Ages!""",performances,dance,26/01/2018,07/01/2018,successful,3500,3500,19,2018,Q2,0
679,"""Origami"" -Alexandra Ballet's Young People's Performance",performances,dance,25/02/2016,10/02/2016,failed,1075,7275,15,2016,Q1,NA
2519,"""other stories"" builds a set!",dance,dance,20/12/2010,16/11/2010,successful,2910,2500,34,2010,Q3,0.164
1678,"""Out of Darkness"" - A New Show in LA by Andrew WInghart",dance,dance,02/07/2013,14/06/2013,successful,7153,6000,18,2013,Q2,0.192166667
1250,"""Out Of The Shadows"" by Flexicurve",dance,dance,08/06/2013,16/05/2013,successful,5766.11,5000,23,2013,Q2,0.153222
3494,"""Paradise Lost""",dance,dance,20/04/2013,12/03/2013,successful,1799,1200,39,2013,Q3,0.499166667
3072,"""pho-Bia"" by AIM Dance Co. - Let's Take It On The Road",dance,dance,07/03/2014,05/02/2014,successful,5351,5250,30,2014,Q2,0.019238095
1301,"""Physiography"" - A Sypher Elite Dance Company Production",dance,dance,13/11/2013,19/10/2013,successful,7518,2000,25,2013,Q2,2.759
3641,"""POWER GOES"" - new dance theater by The Seldoms",dance,dance,01/01/2015,01/12/2014,successful,6920,6000,31,2014,Q3,0.153333333
479,"""PRETTY/UGLY""",dance,dance,24/04/2013,25/03/2013,successful,1270,1130,30,2013,Q2,0.123893805
1380,"""PURE Reflections"" Dance Show at a Harlem High School",dance,dance,07/04/2012,09/03/2012,successful,2310.27,2250,29,2012,Q2,0.026786667
2113,"""pUsh"" - a dance exploration by Evolving Doors Dance",dance,dance,18/04/2011,18/03/2011,successful,3283,1500,31,2011,Q3,1.188666667
633,"""Radioactive"" Burlesque",dance,dance,04/08/2013,05/07/2013,successful,298,225,30,2013,Q2,0.324444444
217,"""Red and Blue, Bitter and Sweet"", SYREN Modern Dance",performances,dance,22/12/2016,28/11/2016,successful,12506,12500,24,2016,Q2,0.00048
3346,"""ROLL OUT THE MAT!"" - DANCE FLOOR FUNDRAISER",spaces,dance,11/06/2016,09/05/2016,failed,365,2500,33,2016,Q3,NA
1046,"""Samo Pravo!"" Mannakin Theater and Dance on Tour in Serbia",dance,dance,24/03/2014,01/03/2014,failed,4155,7000,23,2014,Q2,NA
443,"""Seasons of Purpose""",performances,dance,06/03/2015,14/01/2015,failed,0,6500,51,2015,Q4,NA
1963,"""Seven in October""--A Dance Across the Ages",dance,dance,07/07/2011,28/05/2011,successful,685,600,40,2011,Q3,0.141666667
1075,"""Sharks Before Drowning"" New York City Premiere",dance,dance,02/04/2012,08/03/2012,successful,2560,2500,25,2012,Q2,0.024
467,"""siGHt"", an original dance opera by Kimmie & Enoch Chan",dance,dance,01/09/2011,18/07/2011,successful,8422.77,7500,45,2011,Q3,0.123036
844,"""So I Married Abraham Lincoln..."" Goes To Portland, OR!",dance,dance,19/06/2012,30/05/2012,successful,3815,3500,20,2012,Q2,0.09
2169,"""Solo Una Banana/Just One Banana""- A Community Dance Project",performances,dance,13/06/2016,06/06/2016,successful,1584,1200,7,2016,Q1,0.32
1182,"""Sponsor a Dancer"": After School Dance for High School Students in San Diego",dance,dance,03/08/2010,02/07/2010,successful,2542.66,2000,32,2010,Q3,0.27133
2299,"""Subject To Change."" A site-specific outdoor dance piece.",dance,dance,07/06/2013,08/05/2013,successful,2676.5,2500,30,2013,Q2,0.0706
655,"""Support"" DWLY Dance Event / Project",dance,dance,13/11/2013,11/10/2013,failed,0,1000,33,2013,Q3,NA
2211,"""The Apology Project"" - a postmodern dance for sorry people",dance,dance,19/05/2011,30/03/2011,successful,825,750,50,2011,Q4,0.1
3352,"""the Decline""",dance,dance,07/12/2010,03/11/2010,failed,526,2650,34,2010,Q3,NA
544,"""The Duck Wife""  a 21st century dance rock opera",dance,dance,04/06/2010,20/04/2010,successful,6459,5000,45,2010,Q3,0.2918
1042,"""The Feathered Serpent""-A Story of 1st Generation Youth",performances,dance,21/06/2016,13/05/2016,failed,10,1500,39,2016,Q3,NA
276,"""The Minstrel Show Revisited""",performances,dance,30/06/2016,08/06/2016,failed,5585,25000,22,2016,Q2,NA
3050,"""The Night Before Christmas"" Salt Lake City Dance Production",performances,dance,12/11/2014,10/10/2014,failed,977,5000,33,2014,Q3,NA
1253,"""The Particular Premiere of a First""",dance,dance,15/10/2011,15/09/2011,successful,2863,2250,30,2011,Q2,0.272444444
3091,"""The Soul in My Purse"" - Choreopoem Workshop Showing",dance,dance,24/06/2011,25/04/2011,failed,2370,10000,60,2011,Q4,NA
1912,"""Time Withers"" (A Dance Film)",dance,dance,18/07/2011,11/07/2011,successful,1551,1500,7,2011,Q1,0.034
3802,"""To the things themselves!""",performances,dance,17/11/2018,15/10/2018,successful,11669,9000,33,2018,Q3,0.296555556
1706,"""Tonight I Will Dream"" Dance Performance",dance,dance,02/04/2011,24/02/2011,successful,2605,2500,37,2011,Q3,0.042
2017,"""Twigs"" Video Dance by FunGirl",performances,dance,16/12/2015,16/11/2015,failed,0,300,30,2015,Q2,NA
2535,"""Uncovered"" Exploring the Human Layers",performances,dance,02/01/2017,11/12/2016,failed,130,1200,22,2016,Q2,NA
3473,"""Unearth"" by Sacred Space Dance",dance,dance,13/01/2012,25/11/2011,failed,747,2000,49,2011,Q4,NA
2834,"""Variations of Pointe"" Exhilarating neo-classical ballet",performances,dance,29/01/2016,14/01/2016,failed,0,1638,15,2016,Q1,NA
3068,"""Viva Paris"" International Show in Miami by Erika Moon",dance,dance,03/02/2013,23/12/2012,failed,146,10000,42,2012,Q3,NA
3614,"""Water Wars""",dance,dance,19/02/2012,20/01/2012,successful,1500,1500,30,2012,Q2,0
3989,"""WE CAN!"" YOUTH EMPOWERMENT THROUGH DANCE",workshops,dance,11/02/2018,12/01/2018,failed,21,2000,30,2018,Q2,NA
3173,"""What's love got to do with it?"" a new work by Austin Hartel",dance,dance,29/08/2013,13/08/2013,failed,1342,5000,16,2013,Q2,NA
3808,"""White"" an evening length dance by Michelle BoulÈ",performances,dance,01/05/2015,01/04/2015,successful,10367,10000,30,2015,Q2,0.0367
3532,"""Why Now?"", a creation by Compagnie Julie Bour",dance,dance,08/10/2011,09/09/2011,successful,7700,7500,29,2011,Q2,0.026666667
2425,"""Yes is Not Passive and other stories""",dance,dance,28/06/2012,07/06/2012,successful,1935,1775,21,2012,Q2,0.090140845
1651,#BLACKICEMATTERS,workshops,dance,09/12/2015,09/11/2015,failed,628,3000,30,2015,Q2,NA
1519,"#BLAZEVISION | Underground Choreography | ""Don't Tell 'Em""",performances,dance,08/05/2015,17/04/2015,failed,172,900,21,2015,Q2,NA
302,#FLOCKOFFICE goes to London's Resolution! festival!,dance,dance,23/01/2014,24/11/2013,canceled,1112.65,1650.82,60,2013,Q4,NA
1542,#KickstartSafe,performances,dance,06/12/2014,10/11/2014,successful,8258.58,7854.84,26,2014,Q2,0.051400156
712,#TheSteadfastDiamondMovement,spaces,dance,12/05/2017,12/04/2017,successful,11041,10000,30,2017,Q2,0.1041
3602,$1812 for 1812,dance,dance,30/07/2012,03/07/2012,successful,2184.32,1812,27,2012,Q2,0.205474614
2013,(ab)Normality,performances,dance,31/10/2014,08/10/2014,successful,2693,2600,23,2014,Q2,0.035769231
2122,(In)visible Dancing,performances,dance,12/06/2017,03/05/2017,successful,2555.1,2553.82,40,2017,Q3,0.00050121
419,(Perma)Culture,dance,dance,19/06/2014,28/05/2014,successful,5508,5000,22,2014,Q2,0.1016
3470,"(theLID- Ayman Harper, Matmos, Jermaine Spivey,Tomi Paasonen",dance,dance,30/10/2011,20/10/2011,successful,4000,3800,10,2011,Q1,0.052631579
600,(UN)BRIDALED dance theater,performances,dance,18/09/2014,19/08/2014,successful,8040,8000,30,2014,Q2,0.005
3650,*Get Your Dance On LA*,dance,dance,24/02/2011,18/01/2011,successful,1000,1000,37,2011,Q3,0
2828,... and I heard somebody crying...,performances,dance,31/05/2014,01/05/2014,failed,1598.41,6393.65,30,2014,Q2,NA
3226,/ c r o s s r o a d s /   - Waheed Works Summer Premiere,dance,dance,01/07/2011,01/06/2011,successful,2040,2000,30,2011,Q2,0.02
3041,//CATHEDRAL\\,performances,dance,16/04/2016,17/03/2016,successful,4195,4000,30,2016,Q2,0.04875
3820,//CATHEDRAL\\\\,performances,dance,16/04/2016,17/03/2016,successful,4195,4000,30,2016,Q2,0.04875
869,/siNGk/skape,dance,dance,01/05/2014,18/03/2014,successful,3364,3250,44,2014,Q3,0.035076923
717,:::Nadia Tykulsker/Spark(edIt) Arts 2014 Season:::,dance,dance,16/10/2013,16/09/2013,successful,5819,5500,30,2013,Q2,0.058
3384,:pushing progress Showcase Series 2011,dance,dance,22/05/2011,27/02/2011,successful,4065,2500,84,2011,Q4,0.626
2592,?????????? ????Art / Music \ Imagination,dance,dance,28/03/2011,06/02/2011,failed,0,7500,50,2011,Q4,NA
1336,?????????????Tears of the moon at dawn?,performances,dance,12/09/2015,16/07/2015,failed,128.96,3070.55,58,2015,Q4,NA
3828,[Diversity/Inclusion] Choreography Video Project 2019,dance,dance,20/01/2019,26/12/2018,successful,609,375,25,2018,Q2,0.624
3119,[Nascent]  International Artist Exchange,dance,dance,08/02/2011,25/01/2011,successful,3145,2888,14,2011,Q1,0.08898892
630,[radical] signs of life,dance,dance,12/06/2013,13/05/2013,successful,5085,5000,30,2013,Q2,0.017
2922,[re]CLAIM,dance,dance,15/04/2015,16/03/2015,successful,3013,3000,30,2015,Q2,0.004333333
3701,°ApÛyanos! CONVEXUS Ballet Contempor·neo MÈxico. Gira Int.,performances,dance,21/04/2017,20/02/2017,successful,1594.63,1593.03,60,2017,Q4,0.001004375
1131,ëNo Plan Bí (Canceled),performances,dance,22/10/2014,07/09/2014,canceled,90,20000,45,2014,Q3,NA
304,ìA Day in the Life of a Butterflyî,dance,dance,18/09/2012,17/08/2012,successful,3870,3100,32,2012,Q3,0.248387097
2888,ìCirque de Minuitî Aerial Dance Performance & Original Music,dance,dance,15/04/2012,16/03/2012,successful,2265,1500,30,2012,Q2,0.51
1357,ìIn the Use of OthersÖî new ballet presented by NORTE MAAR,dance,dance,17/04/2011,22/03/2011,canceled,420,5000,26,2011,Q2,NA
3006,ìSchubertís Silenceî ñ A New Ballet by Raiford Rogers,dance,dance,14/05/2013,14/04/2013,successful,7625,7500,30,2013,Q2,0.016666667
3611,ìTripping the Light Fantasticî Evocative Fiery Dance Concert,dance,dance,05/09/2013,06/08/2013,successful,2154,2000,30,2013,Q2,0.077
1528,<ID_anc(E)>,dance,dance,07/06/2013,08/05/2013,failed,87.23,817.74,30,2013,Q2,NA
1351,100 Beginnings at Dance New Amsterdam The Final Frontier....,dance,dance,12/12/2010,10/10/2010,successful,4440,3000,63,2010,Q4,0.48
319,"100 Beginnings has a venue, needs white walls...",dance,dance,01/07/2010,28/04/2010,successful,3235,2500,64,2010,Q4,0.294
1073,100 Friend Challenge - Amy Seiwert's Imagery,performances,dance,02/09/2014,05/07/2014,successful,4601,4400,59,2014,Q4,0.045681818
2630,100 Years of Unhealed Wounds: Story of the Armenian Genocide,performances,dance,03/05/2015,03/04/2015,failed,131,5000,30,2015,Q2,NA
2677,1001 Nights: A Rock Opera (Love Stories on Death Row),dance,dance,15/07/2014,31/05/2014,failed,1329,5000,45,2014,Q3,NA
2326,10027/Dances For A Variable Population,performances,dance,15/06/2015,13/05/2015,successful,8215,6500,33,2015,Q3,0.263846154
1615,120mm: Dance and Film Performance,performances,dance,10/08/2014,11/07/2014,successful,5062,5000,30,2014,Q2,0.0124
2844,160 Miles,dance,dance,21/12/2011,06/12/2011,successful,875,750,15,2011,Q1,0.166666667
2131,"1913 Strike Dance-Drama ""For They Are Women's Children""",dance,dance,20/11/2013,21/10/2013,successful,1132,1000,30,2013,Q2,0.132
1581,1940's Dementia Friendly Tea Dance,performances,dance,09/10/2014,16/09/2014,successful,331.91,160.34,23,2014,Q2,1.070038668
1291,1969 in NYC,dance,dance,22/07/2012,22/06/2012,successful,1600,1170,30,2012,Q2,0.367521368
3028,1st Annual Anime Gala,dance,dance,22/09/2015,18/08/2015,failed,1,6.00E+05,35,2015,Q3,NA
1760,1st Festa do Folclore Brasileiro,workshops,dance,15/08/2012,27/07/2012,successful,1291,1000,19,2012,Q2,0.291
463,"2 dancers, 2 cities... take 2",dance,dance,13/12/2014,05/12/2014,successful,3000,3000,8,2014,Q1,0
1155,2000 Too Many,dance,dance,27/03/2013,25/02/2013,successful,1270,1000,30,2013,Q2,0.27
2205,"201 Dance Company's ""Smother"": Help us get to Edinburgh!",performances,dance,27/06/2015,28/05/2015,successful,4238.73,4062.18,30,2015,Q2,0.043461885
1356,2011 Gala Event: Live with Act of Congress,dance,dance,10/03/2011,08/02/2011,successful,1800,1100,30,2011,Q2,0.636363636
148,"2011 ZiRu Productions: new and improved ""Zero Hour""",dance,dance,08/08/2011,09/07/2011,successful,3000,3000,30,2011,Q2,0
1609,2012 Artist Awards,dance,dance,18/12/2011,19/10/2011,failed,30,20000,60,2011,Q4,NA
571,2012 Dance Outreach at Bobby Bonds Recreation Center,dance,dance,18/05/2012,18/04/2012,failed,75,2000,30,2012,Q2,NA
2270,2014 Big Dance Tour,performances,dance,14/07/2014,02/07/2014,failed,1153.35,2118.75,12,2014,Q1,NA
289,2014 The Table of Silence Project 9/11,performances,dance,09/09/2014,08/08/2014,successful,8425.1,7911,32,2014,Q3,0.064985463
2793,2016 Diamond Ball; A Pre- Mother's Day Gala,dance,dance,23/04/2016,15/04/2016,failed,0,8000,8,2016,Q1,NA
1659,2017 HIGHER GROUND FESTIVAL,performances,dance,02/07/2017,12/06/2017,successful,6265,6000,20,2017,Q2,0.044166667
1307,2017 Table of Silence Project 9/11,dance,dance,15/09/2017,28/08/2017,successful,6311,5500,18,2017,Q2,0.147454545
3975,2018 International B-boy / B-girl Bootcamp,workshops,dance,08/07/2018,09/05/2018,failed,889.0954012,17831.402,60,2018,Q4,NA
3815,2018 Table of Silence Project 9/11,performances,dance,14/09/2018,15/08/2018,successful,8577,7500,30,2018,Q2,0.1436
1766,2020 an evening with The Rebirth Network,performances,dance,05/11/2015,30/09/2015,successful,7022.62,6055.28,36,2015,Q3,0.15975149
1820,24 hour dance project - New Dance and Live Music,dance,dance,30/12/2012,20/11/2012,successful,2452,2200,40,2012,Q3,0.114545455
2188,25th Anniversary Celebration of Nai-Ni Chen Dance Company,dance,dance,26/04/2014,20/03/2014,successful,2000,2000,37,2014,Q3,0
2698,"2nd Annual ""The Gala"" In Support of the Panov Program",dance,dance,28/04/2015,27/02/2015,failed,0,24958.4,60,2015,Q4,NA
2316,2nd Annual Batizado: Capoeira Brasil DTLA,dance,dance,30/10/2014,01/10/2014,successful,1775,1500,29,2014,Q2,0.183333333
223,2nd Contemporary Israeli Dance Week in NYC,dance,dance,26/11/2012,26/10/2012,successful,7502,7500,31,2012,Q3,0.000266667
1908,"3 notes, 3 cities, 30 dancers: Balkan Dance Collaborative",dance,dance,22/04/2011,14/04/2011,successful,2755,2500,8,2011,Q1,0.102
4014,3 Spice Presents,performances,dance,03/01/2018,04/12/2017,successful,1500,1500,30,2017,Q2,0
1128,30 Dancers Planted in Pots Perform in a Park,performances,dance,21/08/2017,05/08/2017,successful,3891,3200,16,2017,Q2,0.2159375
1303,30 Days of Base,spaces,dance,11/08/2017,12/07/2017,successful,7246,6500,30,2017,Q2,0.114769231
1225,305 Fitness's | Kick-ass NYC Studio,dance,dance,02/09/2014,28/07/2014,successful,31942,25000,36,2014,Q3,0.27768
1521,32 on 3:2,performances,dance,13/02/2016,21/01/2016,successful,3220,3200,23,2016,Q2,0.00625
3729,360 Virtual Reality Circus Experience by Hideaway Circus,performances,dance,20/12/2016,02/12/2016,successful,27721.09,27500,18,2016,Q2,0.008039636
2527,3x3,dance,dance,05/12/2013,05/11/2013,successful,7172.66,7000,30,2013,Q2,0.024665714
2117,3X3X3,dance,dance,07/03/2014,05/02/2014,successful,3018,3000,30,2014,Q2,0.006
1627,4 Elements - Haitian Brazilian Fire,dance,dance,01/03/2012,06/02/2012,failed,40,5000,24,2012,Q2,NA
2943,4 Star Whetu Wha - Superhero Dance Troupe,dance,dance,03/05/2014,03/04/2014,failed,41.45,4318.16,30,2014,Q2,NA
3592,4 Stories: A Choreographic Presentation,workshops,dance,01/06/2014,29/04/2014,successful,3587,2500,33,2014,Q3,0.4348
3289,4 the Love of Dance,performances,dance,12/02/2015,13/01/2015,failed,0,5000,30,2015,Q2,NA
874,4CHAMBERS on Governors Island /Jody Oberfelder Dance Project,dance,dance,30/06/2013,31/05/2013,successful,11313,10000,30,2013,Q2,0.1313
270,5 CREW DYNASTY HEADQUARTERS NYC,spaces,dance,09/01/2016,10/11/2015,failed,0,25000,60,2015,Q4,NA
2809,5|0 - AUTUMN TOUR 2015,dance,dance,01/10/2015,30/08/2015,failed,831.16,6825.21,32,2015,Q3,NA
1608,5000 steps in 5 months!,dance,dance,14/05/2013,04/04/2013,failed,470,5000,40,2013,Q3,NA
1349,50's & 60's Vintage Weekender (by the sea) with Dawn Gracie,residencies,dance,24/04/2016,23/03/2016,successful,12365.36,11691.63,32,2016,Q3,0.057624985
3922,567Broadway! - A New Musical Workout,dance,dance,02/02/2018,04/01/2018,successful,21017,20000,29,2018,Q2,0.05085
3430,5th Anniversary Celebration,dance,dance,11/05/2013,11/04/2013,successful,5000,4000,30,2013,Q2,0.25
2134,5x4,dance,dance,13/09/2011,29/08/2011,successful,500,5,15,2011,Q1,99
3133,'616' The Vivekamayas - Inspire a new generation,dance,dance,25/05/2014,25/04/2014,successful,3575.37,3346.94,30,2014,Q2,0.068250402
2102,"8&1 Dance Company ""All In A Day""  a tribute to the BRAVE",dance,dance,05/09/2012,11/08/2012,successful,1233,1000,25,2012,Q2,0.233
1016,80's Prom weekend,dance,dance,11/04/2015,10/02/2015,failed,55,200,60,2015,Q4,NA
1732,8IGHTY/2WNTY Training Intensive,residencies,dance,16/10/2015,17/08/2015,failed,0,8000,60,2015,Q4,NA
2099,8th Annual Fakoly African Dance & Drum Project,performances,dance,24/03/2015,06/03/2015,successful,2216,2000,18,2015,Q2,0.108
1317,9/11 Table of Silence Project 2016,performances,dance,09/09/2016,18/08/2016,successful,9011,7000,22,2016,Q2,0.287285714
1933,9/11 Tribute Table of Silence Project 2015,performances,dance,10/09/2015,21/08/2015,successful,8425,5500,20,2015,Q2,0.531818182
1483,96B Presents: Something Strange and Beautiful,performances,dance,23/03/2017,17/02/2017,successful,3699,3500,34,2017,Q3,0.056857143
761,"A Bridge to Brazil, LA Zouk Lambada Congress",dance,dance,25/01/2013,11/12/2012,successful,10684,7000,45,2012,Q3,0.526285714
2995,A Chance to Dance,workshops,dance,17/01/2015,24/12/2014,successful,751,500,24,2014,Q2,0.502
1926,A Chance To Dance: No Cost Workshop & Low Cost Show!,dance,dance,14/07/2011,15/05/2011,failed,391,2500,60,2011,Q4,NA
1052,A Children's Halloween Ballet,dance,dance,13/11/2013,08/10/2013,failed,471.14,11467.89,36,2013,Q3,NA
602,A Child's Dream (Canceled),performances,dance,01/09/2014,25/07/2014,canceled,22.98,4596.43,38,2014,Q3,NA
878,A Choreographic Exploration of le commerce triangulaire,performances,dance,02/04/2016,03/03/2016,successful,1532,1500,30,2016,Q2,0.021333333
20,A Christmas Toy Story,dance,dance,14/12/2013,27/11/2013,successful,10086,10000,17,2013,Q2,0.0086
