,name,sub_category,main_category,deadline,launched,status,pledged_usd,goal_usd,duration,year,quarter,profit
5279,Vintage Komics,anthologies,comics,29/08/2015,30/07/2015,failed,2,15000,30,2015,Q2,NA
5942,Violator Union Graphic Novel,comics,comics,29/06/2013,04/06/2013,successful,5502,2000,25,2013,Q2,1.751
2806,Violator Union: The Comic,comics,comics,30/05/2013,30/04/2013,failed,3864,9000,30,2013,Q2,NA
6509,Violence: A Graphic Essay,graphic novels,comics,03/08/2014,06/06/2014,failed,537,16500,58,2014,Q4,NA
3668,Violent Skies #1,comics,comics,05/01/2012,06/12/2011,successful,1723.08,1600,30,2011,Q2,0.076925
11292,Violent Whisper: Comic Issue 1,comic books,comics,09/07/2018,09/06/2018,successful,1244.969146,964.8684975,30,2018,Q2,0.290299299
3665,"Violete, An Era: The Empowered Superhero Comic",comic books,comics,11/10/2017,11/09/2017,canceled,140.69,530.91,30,2017,Q2,NA
10696,Violete: Unstoppable,comic books,comics,15/04/2018,29/03/2018,successful,1581,200,17,2018,Q2,6.905
3731,VIRGIL - An Original Graphic Novel,comics,comics,11/09/2013,12/08/2013,successful,17418,15000,30,2013,Q2,0.1612
9059,Virgin Wolf Collection: The Hunt is Underway!,graphic novels,comics,16/07/2017,16/06/2017,failed,2555,8000,30,2017,Q2,NA
12530,Virgin Wolf: A Horror Tale of Revenge and Werewolves,graphic novels,comics,15/07/2017,15/06/2017,failed,2555,8000,30,2017,Q2,NA
1435,Virginia Beach Comicon,comics,comics,10/04/2014,11/03/2014,failed,520,20000,30,2014,Q2,NA
4077,Virtuoso - Book One,comics,comics,01/10/2010,31/08/2010,successful,3095,2900,31,2010,Q3,0.067241379
10503,VIRUS 169Z GRAPHIC NOVEL (Canceled),comics,comics,26/04/2012,27/03/2012,canceled,30,5000,30,2012,Q2,NA
11128,Virus 3: Absolute Power,graphic novels,comics,31/05/2018,21/04/2018,successful,4897.828726,3967.90758,40,2018,Q3,0.234360586
3819,"Visange - Comics, Movies and Images",comic books,comics,15/10/2016,15/09/2016,failed,6.09,1462.52,30,2016,Q2,NA
7809,Visionariesí Guild Book 1: A dark supernatural adventure,comic books,comics,14/05/2017,04/04/2017,failed,744,6700,40,2017,Q3,NA
7904,Visions from Punktown: A comic book anthology,anthologies,comics,21/11/2015,21/10/2015,failed,22095,36000,31,2015,Q3,NA
6610,Visions of H.P. Lovecraft,anthologies,comics,20/02/2017,21/01/2017,successful,3027,2800,30,2017,Q2,0.081071429
11289,Visions of H.P. Lovecraft - LAST CHANCE,anthologies,comics,20/02/2017,21/01/2017,successful,3027,2800,30,2017,Q2,0.081071429
11223,Visitor Guide to Eotera - Maiden in Disguise,graphic novels,comics,02/02/2019,03/01/2019,successful,1265,500,30,2019,Q2,1.53
9184,Visualizing Success on Law School Exams: Dagger,graphic novels,comics,25/07/2016,25/06/2016,failed,1,3750,30,2016,Q2,NA
7118,Visum: The Guardians of the Gates,comics,comics,19/06/2012,10/05/2012,successful,4020,4000,40,2012,Q3,0.005
12552,Vita: La Uni√<U+0083>¬≥n de Vida y Muerte.,webcomics,comics,03/01/2019,24/11/2018,failed,5.846898816,520.3428,40,2018,Q3,NA
4952,Vitruvian Underground First Issue!,comics,comics,17/09/2011,18/08/2011,failed,2175.28,2500,30,2011,Q2,NA
345,Vixens-ADULTS ONLY,comic books,comics,20/10/2014,05/09/2014,successful,10801,3500,45,2014,Q3,2.086
1591,VLADIMIR PUTIN ACTION COMICS,comics,comics,22/03/2011,20/02/2011,successful,1145.37,1000,30,2011,Q2,0.14537
3688,VODA Issue 2,comics,comics,29/07/2013,29/06/2013,failed,40,1500,30,2013,Q2,NA
9487,Voices of Reason (Canceled),comics,comics,19/12/2013,19/11/2013,canceled,0,46000,30,2013,Q2,NA
11572,Void Beast #1,comic books,comics,28/11/2018,29/10/2018,successful,1301,1000,30,2018,Q2,0.301
1388,VOID comic volume one,comic books,comics,30/05/2017,30/04/2017,failed,105.4,1928.02,30,2017,Q2,NA
8885,VOLTAGE  (AN ELECTRIFYING 3-PART MINI-SERIES),comics,comics,06/04/2013,05/02/2013,failed,386,3750,60,2013,Q4,NA
8224,VOLTONAH,comic books,comics,07/05/2015,07/04/2015,failed,32,56000,30,2015,Q2,NA
12506,Volume 1 of MK's The Strange Case of Dr. Jekyll and Mr. Hyde,webcomics,comics,01/12/2018,01/11/2018,failed,128.7673153,757.08939,30,2018,Q2,NA
5664,VOLUME ONE From Mr Christopher Hunt,comics,comics,10/09/2010,11/08/2010,successful,1795.98,500,30,2010,Q2,2.59196
6132,Voodoo Curse,comic books,comics,01/09/2017,12/08/2017,successful,519.13,388.38,20,2017,Q2,0.336654823
9215,VOODOO DETECTIVE: Old Wounds and Other Tales,comic books,comics,30/10/2017,05/10/2017,successful,5446,3250,25,2017,Q2,0.675692308
12579,"Voogg, the mobile social network for cosplay.",webcomics,comics,15/09/2018,17/07/2018,failed,12.852224,4534.75152,60,2018,Q4,NA
11017,VORACIOUS: APPETITE FOR DESTRUCTION #1,comic books,comics,02/06/2018,01/05/2018,successful,8060,7500,32,2018,Q3,0.074666667
2557,VORACIOUS: FEEDING TIME Comic Book,comic books,comics,05/10/2016,30/08/2016,successful,6920.5,5000,36,2016,Q3,0.3841
12330,Vote Dog: A Pet Comics Collection,comics,comics,22/06/2018,23/05/2018,successful,24607,16000,30,2018,Q2,0.5379375
2018,VOYAGE TO THE DEEP by Sam Glanzman,graphic novels,comics,04/12/2016,04/11/2016,successful,13244,10000,30,2016,Q2,0.3244
11377,VS. REYRING (lucha libre gay comic/bara/yaoi /furry ),graphic novels,comics,05/10/2018,09/09/2018,successful,14429.43055,3122.0568,26,2018,Q2,3.621770671
10206,VS: Vamps vs Wolves #1,comic books,comics,29/09/2016,30/08/2016,successful,10525,3500,30,2016,Q2,2.007142857
7311,VS: Vamps vs Wolves #2,comic books,comics,01/08/2017,12/07/2017,successful,7353,3500,20,2017,Q2,1.100857143
3441,VSEPR A Real Science Hero!,comic books,comics,02/03/2016,29/01/2016,successful,1325,735,33,2016,Q3,0.802721088
4500,VuDu Legends,comics,comics,04/07/2013,04/06/2013,failed,281,5000,30,2013,Q2,NA
9064,VuDu Legends Issue #1,comic books,comics,17/02/2017,17/01/2017,canceled,1584,4870,31,2017,Q3,NA
7408,vvvvvvvvvvvvvvv (Canceled),comics,comics,15/08/2014,16/07/2014,canceled,0,4660.7,30,2014,Q2,NA
6408,Wacom Tablet for Reva Comics,comic books,comics,01/07/2016,01/06/2016,failed,0,796.97,30,2016,Q2,NA
1110,Waddle - A Comic,webcomics,comics,14/10/2014,13/09/2014,successful,500,500,31,2014,Q3,0
6774,"Waffles for Breakfast, Lunch, and Dinner: Volume. 1",comics,comics,21/10/2017,13/10/2017,successful,1163.51,620.54,8,2017,Q1,0.874995971
10263,Wahoo Morris: A Rock & Roll Urban Fantasy Graphic Novel,graphic novels,comics,10/12/2017,09/11/2017,successful,2947.9,2741.87,31,2017,Q3,0.075142148
6304,WAIJIAO: a comic about teaching in China,comics,comics,24/11/2012,25/10/2012,successful,1436,1000,30,2012,Q2,0.436
10813,"Wailing Blade #1: Bloody, Brutal Dark Fantasy Sci-Fi Comic",comic books,comics,01/02/2019,15/01/2019,successful,16257,5000,17,2019,Q2,2.2514
12121,Wake: The Hidden History of Women-Led Slave Revolts,graphic novels,comics,05/05/2018,06/04/2018,successful,9184,5900,29,2018,Q2,0.556610169
10154,Walking on Broken Glass - Issue 2,comics,comics,10/08/2011,13/07/2011,successful,1025,900,28,2011,Q2,0.138888889
4347,Walking on Broken Glass Issue 4 Print Run,comics,comics,01/08/2012,02/07/2012,successful,1897,405,30,2012,Q2,3.683950617
5948,Wallace House,graphic novels,comics,28/11/2017,25/10/2017,successful,10351.79,10102.21,34,2017,Q3,0.024705485
11698,"Walls, a tale of medieval horror.",comic books,comics,04/06/2018,05/04/2018,successful,4575,4500,60,2018,Q4,0.016666667
2746,Wallshops - The Story of a Start-up,comics,comics,06/12/2012,06/11/2012,failed,100,20000,30,2012,Q2,NA
2247,Walmart Buddha,graphic novels,comics,07/09/2016,08/08/2016,failed,27,5000,30,2016,Q2,NA
2656,walnutscomics,webcomics,comics,27/05/2017,27/04/2017,failed,10,1000,30,2017,Q2,NA
4241,Walter's World of Weird,graphic novels,comics,05/11/2015,06/10/2015,failed,1215,15000,30,2015,Q2,NA
4012,Wandering Vagrants vol.1 (Canceled),comics,comics,31/12/2012,30/11/2012,canceled,130,6000,31,2012,Q3,NA
7856,Wandering Warrior,comics,comics,18/01/2017,19/12/2016,failed,35.61,3683.33,30,2016,Q2,NA
10975,Wanna Join The Squad? SQUAD GIGANTIC - Go Get Em!,graphic novels,comics,02/03/2018,27/01/2018,successful,4068.395549,2580.66514,34,2018,Q3,0.57649107
7338,Wannabe Heroes: Issue One,comics,comics,20/04/2013,14/03/2013,successful,3368.77,3200,37,2013,Q3,0.052740625
8375,WAP! Comic Book Convention,comics,comics,21/02/2014,22/01/2014,failed,652,10000,30,2014,Q2,NA
9742,WAP! Comic Convention (Canceled),comics,comics,30/03/2014,28/02/2014,canceled,335,250,30,2014,Q2,0.34
401,WAR IS HELL (a CHESS and CERBERUS dual kickstarter!),comic books,comics,15/10/2017,15/09/2017,successful,3755,3200,30,2017,Q2,0.1734375
8626,WAR MONSTERS! Mike Wolfer's Kaiju Comic Classic Returns!,graphic novels,comics,19/11/2016,29/10/2016,successful,5655,1500,21,2016,Q2,2.77
10152,War of the Independents,comics,comics,01/08/2010,16/06/2010,successful,5552.55,5000,46,2010,Q4,0.11051
4059,War Zone,comics,comics,05/07/2012,05/06/2012,successful,2286,2000,30,2012,Q2,0.143
4632,WARBIRDS OF MARS issue #1,comic books,comics,02/06/2014,03/05/2014,successful,2525,2000,30,2014,Q2,0.2625
3238,WARBIRDS OF MARS The Complete Epic Graphic Novel,comics,comics,05/04/2014,06/03/2014,failed,2413,12000,30,2014,Q2,NA
11023,Warden's Watch- A Fantasy Adventure Comic,comic books,comics,14/03/2018,28/01/2018,successful,2074,2000,45,2018,Q3,0.037
5852,WARHEAD: Vol. 1 & Issue 6,graphic novels,comics,19/05/2017,04/05/2017,successful,1335,1250,15,2017,Q1,0.068
682,WARHEAD: Volume One,graphic novels,comics,27/04/2017,21/03/2017,failed,1113,10000,37,2017,Q3,NA
10070,"WARLOCK 5: Comic written by Cullen Bunn (Deadpool, X-Men)",graphic novels,comics,26/05/2017,26/04/2017,successful,15215,15000,30,2017,Q2,0.014333333
9190,Warlords of Wor: The Mini Comics!,comics,comics,22/03/2014,20/02/2014,successful,9436,9000,30,2014,Q2,0.048444444
4890,Warmer: A collection of poetry comics about climate change,anthologies,comics,05/07/2017,05/06/2017,successful,9763,8500,30,2017,Q2,0.148588235
3914,WARPED: A Sci-Fi Murder Mystery Graphic Novel,graphic novels,comics,10/12/2014,06/11/2014,successful,3101,3000,34,2014,Q3,0.033666667
46,Warrior Legend - Manga Book,comic books,comics,13/11/2017,20/10/2017,failed,128.68,2063.71,24,2017,Q2,NA
3374,Warrior Without a Face Comic,comics,comics,30/06/2011,31/05/2011,failed,55,2000,30,2011,Q2,NA
12622,WARRIOR.,comic books,comics,16/01/2018,12/12/2017,successful,681,236.18,35,2017,Q3,1.883394022
5145,Warriors of Earth Comic,comic books,comics,07/09/2016,08/08/2016,failed,96,3500,30,2016,Q2,NA
2612,WARRIORS OF THE SKY Volume 1,comics,comics,25/04/2013,26/03/2013,failed,25,1500,30,2013,Q2,NA
1534,Wars - Uomini in guerra #1,comic books,comics,20/11/2017,21/09/2017,failed,0,7126.23,60,2017,Q4,NA
752,WART - a cosmic horror comic. Book 4,comic books,comics,03/05/2017,03/04/2017,failed,1949.95,3288.28,30,2017,Q2,NA
9116,WART - A Cosmic Horror Series - Book 4,comic books,comics,01/12/2017,15/11/2017,successful,1692.74,1664.42,16,2017,Q2,0.017014936
8478,WART - BOOK THREE of the Cosmic Horror Comic,comic books,comics,17/08/2015,15/07/2015,successful,2479.39,2037.43,33,2015,Q3,0.216920336
9335,WART- A Cosmic Horror Comic,comic books,comics,13/01/2015,05/12/2014,successful,3781.26,2276.04,39,2014,Q3,0.661332841
4107,WarZone Girls Graphic Novel (Canceled),graphic novels,comics,05/09/2014,06/08/2014,canceled,85,10000,30,2014,Q2,NA
11754,Wasatch Wonders #1,comics,comics,01/12/2018,14/11/2018,successful,383,350,17,2018,Q2,0.094285714
11936,Wash Day,comic books,comics,05/05/2018,03/04/2018,successful,16785.5,5000,32,2018,Q3,2.3571
1381,WASP vs KILLER BEES Comic Book for the whole family!,comics,comics,28/08/2013,29/07/2013,successful,4165,3950,30,2013,Q2,0.05443038
6107,Wasted Talent: Comics by an Engineer!,webcomics,comics,07/12/2016,07/11/2016,successful,50144.19,25043.64,30,2016,Q2,1.002272433
3885,Wastes of Space Graphic Novel,graphic novels,comics,01/11/2016,30/09/2016,successful,555,500,32,2016,Q3,0.11
1165,Wat Nederland mist... is een TARDIS!,events,comics,29/03/2015,27/02/2015,failed,646.55,1299.6,30,2015,Q2,NA
1546,Watch Digital Comics,comics,comics,13/08/2015,13/07/2015,successful,7736.99,6702.56,31,2015,Q3,0.154333568
1446,Watch Out! Book 1,graphic novels,comics,30/04/2015,31/03/2015,successful,1867,1600,30,2015,Q2,0.166875
7947,WatchGuard + Teen Force 5,comics,comics,03/09/2012,04/08/2012,successful,6915.22,6500,30,2012,Q2,0.06388
4043,Waterdogs: Quest for Darkness,graphic novels,comics,06/12/2016,01/11/2016,successful,6265,5500,35,2016,Q3,0.139090909
8976,Watson And Holmes Print Kickstarter,comics,comics,08/05/2013,08/04/2013,successful,16515,7500,30,2013,Q2,1.202
840,Watson And Holmes Volume 2,graphic novels,comics,23/08/2014,24/07/2014,successful,22866.08,20000,30,2014,Q2,0.143304
875,Waveriders - The Future is Now!,comics,comics,12/08/2013,13/07/2013,failed,31,8000,30,2013,Q2,NA
190,Wax & Wane,comics,comics,01/11/2016,02/10/2016,successful,4833.02,4094.39,30,2016,Q2,0.180400499
8489,Way of the Sax:  An Interactive Graphic Novel,comics,comics,23/10/2012,24/08/2012,successful,513,500,60,2012,Q4,0.026
3214,Wayward Issue 0,comics,comics,06/08/2013,10/07/2013,successful,1692,1000,27,2013,Q2,0.692
4097,Wayward Sisters: An Anthology of Monstrous Women,anthologies,comics,10/11/2017,11/10/2017,successful,28134.57,14206.79,30,2017,Q2,0.980360799
5356,Wayward Sons - Volumes 3 and 4!,comics,comics,23/11/2012,24/10/2012,successful,8420,2000,30,2012,Q2,3.21
5325,Wayward Sons Volume 1,comics,comics,01/01/2011,22/11/2010,successful,1923,250,40,2010,Q3,6.692
3917,Wayward Sons: Legends,comics,comics,02/08/2010,31/05/2010,failed,380,2000,63,2010,Q4,NA
6257,"We All Travel Time, a collection by Rick and Doug Arthur",anthologies,comics,21/08/2016,19/07/2016,successful,1964,800,33,2016,Q3,1.455
6310,We Are (Comic),comic books,comics,30/06/2016,27/05/2016,failed,490,3000,34,2016,Q3,NA
5800,We are moving this campaign to INDIEGOGO,comics,comics,13/03/2013,11/02/2013,failed,5842,38000,30,2013,Q2,NA
8317,WE ARE VILLAINS COMIC SERIES,comic books,comics,28/10/2017,26/09/2017,failed,1385,25000,32,2017,Q3,NA
2245,We Can Do It! Ungrounded Variant Comic Resists Trump,comic books,comics,17/06/2017,18/05/2017,failed,475,1000,30,2017,Q2,NA
5033,We Doodle - A Great Big Comic Book by Backers!,comics,comics,03/04/2013,04/03/2013,failed,1224,8000,30,2013,Q2,NA
3200,We Go Forward - Help Print The Full Color Webcomic by Shen,webcomics,comics,23/04/2015,23/03/2015,successful,6556,5000,31,2015,Q3,0.3112
11449,We Have to Go Back,comic books,comics,08/08/2018,10/07/2018,successful,4430,3800,29,2018,Q2,0.165789474
3372,We Kill The Dead horror comic,comic books,comics,20/08/2015,21/07/2015,successful,1135,1000,30,2015,Q2,0.135
10733,WE SHALL FIGHT UNTIL WE WIN: Pioneering political women,anthologies,comics,28/02/2018,31/01/2018,successful,15898.60165,10322.66056,28,2018,Q2,0.540165112
12120,We Watches Us - Graphic Novel,graphic novels,comics,20/12/2018,20/11/2018,successful,1547,1000,30,2018,Q2,0.547
6548,We Were Born Into This Mess: A Comic About Punk Rock,graphic novels,comics,01/10/2017,01/09/2017,successful,1106,500,30,2017,Q2,1.212
660,Weakly Comics' Xtra Large Annual Book,anthologies,comics,16/11/2015,02/10/2015,successful,2150,1750,45,2015,Q3,0.228571429
9579,Weapon 83,comics,comics,27/05/2015,28/03/2015,failed,40,4000,60,2015,Q4,NA
9637,Weapon Brown - The Funny Pages... Weaponized!,comics,comics,01/12/2013,01/11/2013,successful,45555.06,12500,30,2013,Q2,2.6444048
703,WEAPON OF GOD Unlocked! Stretch goals!,comics,comics,08/06/2013,09/05/2013,successful,33736.7,16500,30,2013,Q2,1.044648485
3700,Weavers 101,comics,comics,06/09/2012,07/08/2012,failed,320,2500,30,2012,Q2,NA
11910,WEB HENT4I DEDICATED TO MY ART WITH TUTORIALS AND MY COMICS,webcomics,comics,26/02/2018,12/01/2018,successful,1087.11561,156.10284,45,2018,Q3,5.964098859
7708,Web Of Lives: Demons Collection 1 Graphic Novel,graphic novels,comics,02/07/2017,24/05/2017,failed,240,3000,39,2017,Q3,NA
4987,Web World Adventures,comics,comics,03/12/2014,03/11/2014,successful,921,555,30,2014,Q2,0.659459459
2649,Webb,graphic novels,comics,07/03/2015,05/02/2015,successful,8192,7750,30,2015,Q2,0.057032258
12416,Webcomic Rulers of Red Vol 1 By Sarah Tidwell,webcomics,comics,19/06/2018,20/04/2018,failed,143,3000,60,2018,Q4,NA
7850,Webcomic Underdogs: The Anthology,comics,comics,04/01/2014,02/12/2013,successful,3175,2500,33,2013,Q3,0.27
1432,Webcomics: What's Cooking?,comics,comics,17/12/2010,17/11/2010,failed,526,4000,30,2010,Q2,NA
11316,WebManga Flower Knight Dakini Crowdfunding for English Ver.,webcomics,comics,13/04/2018,14/03/2018,successful,6403.053565,2712.486,30,2018,Q2,1.360584927
1795,Website Bootcamp Adventure Comic!!!,comics,comics,30/04/2012,01/03/2012,successful,2785,2500,60,2012,Q4,0.114
4053,Weekend Warrior: BOOT CAMP!,comics,comics,16/08/2013,17/07/2013,failed,306,5000,30,2013,Q2,NA
9450,WEENOGLE (Dumb Art Magazine),comics,comics,13/04/2017,14/03/2017,failed,1,12000,30,2017,Q2,NA
10142,WEIRD CRIME THEATER 130-PAGE GIANT!!!,comics,comics,17/03/2014,15/02/2014,successful,7768.81,7706.26,30,2014,Q2,0.008116778
5495,Weird Halloween: Retro Monster Humor & Some Things Human,webcomics,comics,31/08/2017,27/07/2017,failed,18,2250,35,2017,Q3,NA
12388,Weird Halloween: Retro Monster Humor and Some Things Human,webcomics,comics,31/08/2017,27/07/2017,failed,18,2250,35,2017,Q3,NA
6883,Weird Me: The Complete Collection (a comic memoir),graphic novels,comics,01/05/2017,03/04/2017,successful,5925,4500,28,2017,Q2,0.316666667
10996,Weird Me: The Complete Collection (a Weird Al fandom comic),graphic novels,comics,01/05/2017,03/04/2017,successful,5925,4500,28,2017,Q2,0.316666667
11345,"Weird Tales of Dread, Issue #2 - Tales of Romance",anthologies,comics,02/08/2018,03/07/2018,successful,2215,900,30,2018,Q2,1.461111111
3591,Welcome Evil,comic books,comics,20/08/2017,21/07/2017,failed,97,2500,30,2017,Q2,NA
4967,Welcome Fidge and Idge to the comic world! (Canceled),comics,comics,16/04/2014,27/03/2014,canceled,0,550,20,2014,Q2,NA
7083,Welcome to CULLIVER CITY - Crime noir graphic novel,comics,comics,01/04/2013,22/02/2013,successful,3208.18,3048.87,38,2013,Q3,0.052252146
1831,Welcome to Finch Corners,comics,comics,20/09/2012,31/07/2012,failed,856,5000,51,2012,Q4,NA
8750,Welcome to Harts Pass,comics,comics,19/12/2013,19/11/2013,successful,8213,7100,30,2013,Q2,0.156760563
7610,Welcome to Hellsville- A Digital Horror Comic with Laughs!,comics,comics,07/04/2013,08/03/2013,failed,509.21,3225.76,30,2013,Q2,NA
3315,Welcome to the End,webcomics,comics,10/04/2016,11/03/2016,failed,5,5000,30,2016,Q2,NA
11679,"Welcome to the Void, Issue 1: Into the Void.",comic books,comics,02/08/2018,03/07/2018,successful,3320,1800,30,2018,Q2,0.844444444
619,Wells the Martian: Comic Book. Graphic Novel.,comics,comics,02/04/2015,03/03/2015,successful,574,500,30,2015,Q2,0.148
3066,Wendigo Comics presents: The Comic Eater Tour! (Canceled),comics,comics,03/03/2014,01/02/2014,canceled,136.56,18208.3,30,2014,Q2,NA
12369,Wendigo Wood #1 - A Folk Horror Comic.,comics,comics,27/07/2018,27/06/2018,successful,5071.186531,3096.798168,30,2018,Q2,0.637557973
12080,Wendigo Wood #1-#2 - A Folk Horror Comic,comics,comics,01/12/2018,01/11/2018,successful,4585.471575,3870.99771,30,2018,Q2,0.184570986
10071,WE'RE BACK! GNERD is the word - A Briar Hollow project.,comics,comics,26/01/2012,27/11/2011,successful,1593,500,60,2011,Q4,2.186
10007,We're Indy: The Future of Comic Books!,comics,comics,01/01/2013,27/11/2012,failed,2320,5000,35,2012,Q3,NA
